"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"April 19","August","Drama","","$5,000",""
"","Celtic Pride","Comedy","","$9,240,378",""
"","Le hussard sur le toit","Drama","$35,000,000","$1,320,043",""
"","Ma saison préf&eacutelrée","Drama","","$555,900",""
"","Il Mostro","Comedy","","$569,901",""
"","Mrs. Winterbourne","Romantic Comedy","$25,000,000","$10,039,566",""
"","Mystery Science Theatre 3000","Comedy","","$949,745",""
"","The Substitute","Drama","","$14,675,167",""
"April 26","Butterfly Kiss","Thriller/Suspense","","$5,000",""
"","Dellamorte Dellamore","Comedy","","$253,969",""
"","Mulholland Falls","Drama","","$11,504,190",""
"","The Quest","Action","","$21,607,190",""
"","Sunset Park","Drama","","$10,128,314",""
"","The Truth About Cats & Dogs","Romantic Comedy","","$34,084,531",""
"May 1","I Shot Andy Warhol","Drama","","$1,773,648",""
"May 3","Barb Wire","Action","","$3,775,952",""
"","Captives","Drama","","$5,000",""
"","The Craft","Thriller/Suspense","$15,000,000","$24,769,466",""
"","The Great White Hype","Comedy","","$7,852,282",""
"","Last Dance","Drama","","$5,857,534",""
"","Open Season","","","$9,000",""
"","The Pallbearer","Romantic Comedy","$8,000,000","$5,656,388",""
"May 10","Boys","Drama","","$21,930,418",""
"","Cold Comfort Farm","Comedy","","$5,682,429",""
"","Dead Man","Western","","$1,025,488",""
"","Of Love and Shadows","","","$5,000",""
"","Original Gangstas","Action","","$3,279,266",""
"","Someone Else's America","Comedy","","$154,873",""
"","Twister","Action","$88,000,000","$241,688,385",""
"","Welcome to the Dollhouse","Comedy","$800,000","$4,198,137",""
"May 16","Trainspotting","Drama","$3,100,000","$16,501,785",""
"May 17","Flipper","Comedy","$25,530,000","$20,080,020",""
"","Heaven's Prisoners","Drama","","$4,912,939",""
"May 21","La Boheme","Drama","","$0",""
"","Mission: Impossible","Action","$80,000,000","$180,981,886",""
"May 22","A Boy Called Hate","Drama","","$5,000",""
"May 24","Spy Hard","Comedy","$18,000,000","$26,936,265",""
"May 31","The Arrival","Thriller/Suspense","","$14,031,906",""
"","Dragonheart","Adventure","$57,000,000","$51,364,680",""
"","Eddie","Comedy","","$31,369,401",""
"June 5","Heavy","Drama","","$852,362",""
"June 7","The Phantom","Action","$45,000,000","$17,220,599",""
"","The Rock","Action","$75,000,000","$134,069,511",""
"June 14","The Cable Guy","Comedy","$47,000,000","$60,240,295",""
"","Moll Flanders","Drama","","$3,443,047",""
"","Stealing Beauty","Drama","","$4,573,330",""
"June 21","Eraser","Action","$100,000,000","$101,295,562",""
"","The Hunchback of Notre Dame","Adventure","$100,000,000","$100,138,851",""
"","Lone Star","Drama","$5,000,000","$12,961,389",""
"","The Search for One-eye Jimmy","Comedy","","$5,000",""
"June 28","Der Bewegte Mann","Comedy","","$330,760",""
"","The Nutty Professor","Comedy","$55,000,000","$128,814,019",""
"","Striptease","Comedy","$50,000,000","$33,109,743",""
"July 2","Independence Day","Adventure","$75,000,000","$306,169,255",""
"July 5","Phenomenon","Drama","$32,000,000","$104,636,382",""
"July 10","Harriet the Spy","Adventure","$13,000,000","$26,570,048",""
"July 12","Courage Under Fire","Drama","$46,000,000","$59,003,384",""
"","Lover's Knot","","","$5,000",""
"","The Low Life","","","$5,000",""
"","Les Visiteurs","Comedy","$7,000,000","$659,000",""
"July 17","Kazaam","Comedy","","$18,880,508",""
"","Multiplicity","Comedy","$45,000,000","$20,133,326",""
"","Walking and Talking","Romantic Comedy","$1,000,000","$1,287,480",""
"July 19","Fled","Action","$30,000,000","$17,192,205",""
"","The Frighteners","Horror","","$16,553,635",""
"","Mécaniques célestes","Comedy","","$257,241",""
"July 24","A Time to Kill","Drama","$40,000,000","$108,766,007",""
"July 26","The Adventures of Pinocchio","Adventure","$25,000,000","$15,382,170",""
"","Joe's Apartment","Comedy","","$4,616,355",""
"","Kingpin","Comedy","$25,000,000","$25,023,424",""
"","Manny & Lo","","","$363,731",""
"","The Pompatus of Love","","","$5,000",""
"","Stonewall","Drama","$2,000,000","$304,602",""
"","Supercop","Action","","$16,270,600",""
"August 2","Chain Reaction","Action","$55,000,000","$21,226,204",""
"","Cyclo","","","$38,109",""
"","Emma","Romantic Comedy","$5,900,000","$22,231,658",""
"","Matilda","Comedy","","$33,098,222",""
"","Phat Beach","Comedy","","$1,263,945",""
"August 7","Flirt","","","$76,875",""
"August 9","Basquiat","Drama","$3,000,000","$2,962,051",""
"","Escape from L.A.","Action","$50,000,000","$25,426,861",""
"","Jack","Drama","$45,000,000","$58,617,334",""
"August 14","Alaska","Adventure","","$11,509,600",""
"","House Arrest","Comedy","","$6,906,987",""
"August 15","Shine","Drama","$5,500,000","$35,811,509",""
"August 16","The Fan","Thriller/Suspense","$55,000,000","$18,582,965",""
"","Kansas City","Drama","$19,000,000","$1,353,824",""
"","Tales from the Crypt Presents: Bordello of Blood","Horror","","$5,601,285",""
"","Tin Cup","Romantic Comedy","$45,000,000","$53,854,588",""
"August 20","Our Modern Maidens","Drama","","$0",""
"August 21","Girls Town","","","$403,311",""
"August 23","Carpool","Comedy","","$3,325,651",""
"","Foxfire","","","$258,263",""
"","Freeway","Comedy","$3,000,000","$295,493",""
"","The Island of Dr. Moreau","Adventure","$40,000,000","$27,682,712",""
"","She's the One","Romantic Comedy","$3,500,000","$9,482,579",""
"","Solo","Action","","$4,932,915",""
"","The Spitfire Grill","Drama","","$12,592,203",""
"","A Very Brady Sequel","Comedy","","$21,443,204",""
"August 30","The Crow: City of Angels","Action","","$17,897,671",""
"","First Kid","Comedy","","$26,465,920",""
"","Normal Life","","","$5,000",""
"","The Stupids","Comedy","","$2,415,593",""
"","The Trigger Effect","Drama","","$3,608,238",""
"","Zhong an zu","Action","","$0",""
"September 6","The Big Squeeze","Drama","","$23,567",""
"","Bogus","Comedy","$32,000,000","$4,357,406",""
"","Bulletproof","Action","","$21,195,840",""
"","Killer: A Journal of Murder","","","$65,682",""
"","A Modern Affair","","","$5,000",""
"","Sweet Nothing","","","$79,249",""
"September 13","American Buffalo","Drama","","$540,364",""
"","American Strays","Action","","$5,000",""
"","Beaumarchais, l'insolent","Drama","","$630,269",""
"","Feeling Minnesota","Drama","","$3,124,440",""
"","Fly Away Home","Drama","","$25,143,818",""
"","Gabbeh","","","$273,967",""
"","Grace of My Heart","Drama","","$617,632",""
"","Maximum Risk","Action","$25,000,000","$14,102,929",""
"","The Rich Man's Wife","Thriller/Suspense","","$8,538,318",""
"September 20","Big Night","Drama","","$12,008,376",""
"","The First Wives Club","Comedy","$30,000,000","$105,489,203",""
"","Giant","","","$93,472",""
"","Last Man Standing","Action","$67,000,000","$18,115,927",""
"","Paradise Lost","","","$249,022",""
"","Surviving Picasso","Drama","","$1,993,899",""
"","When The Cat's Away","Comedy","$300,000","$1,652,472",""
"September 27","2 Days In The Valley","Drama","","$11,101,856",""
"","Entertaining Angels: The Dorothy Day Story","Drama","","$225,161",""
"","Extreme Measures","Drama","$38,000,000","$17,378,193",""
"","Glory Daze","Comedy","","$5,000",""
"","The Leopard Son","","","$321,070",""
"","Somebody to Love","","","$5,000",""
"September 28","Secrets & Lies","Drama","$4,500,000","$13,417,292",""
"October 4","Bird of Prey","Thriller/Suspense","","$5,000",""
"","Bound","Thriller/Suspense","$4,500,000","$3,802,260",""
"","Crash","Drama","$10,000,000","$3,357,324",""
"","D3: The Mighty Ducks","Comedy","","$22,936,273",""
"","The Glimmer Man","Action","$45,000,000","$20,404,841",""
"","Infinity","","","$145,697",""
"","That Thing You Do!","Drama","$2,500,000","$25,857,416",""
"October 9","Beautiful Thing","Comedy","","$1,460,297",""
"October 11","Azúcar amarga","Drama","","$328,768",""
"","Bitter Sugar","Drama","","$450,060",""
"","The Chamber","Drama","","$14,407,578",""
"","The Ghost and the Darkness","Action","$55,000,000","$38,564,422",""
"","The Grass Harp","Drama","","$493,007",""
"","The Long Kiss Goodnight","Action","$65,000,000","$33,447,612",""
"","Looking for Richard","Documentary","","$1,266,417",""
"","Love Is All There Is","","","$43,439",""
"","Michael Collins","Drama","$25,000,000","$11,092,559",""
"","Microcosmos","Documentary","","$1,573,842",""
"","Trees Lounge","Drama","$1,300,000","$749,741",""
"October 16","Get on the Bus","Drama","$2,400,000","$5,691,854",""
"October 18","I Shot a Man in Vegas","","","$5,000",""
"","Jude","","","$407,072",""
"","Sleepers","Drama","$44,000,000","$53,300,852",""
"","Snowriders","Documentary","","$2,035,470",""
"","Swingers","Comedy","$200,000","$4,505,922",""
"","To Gillian on Her 37th Birthday","Drama","","$4,137,645",""
"October 25","The Associate","Comedy","","$12,772,657",""
"","High School High","Comedy","","$20,995,023",""
"","Lilies","","","$221,494",""
"","Palookaville","","","$289,569",""
"","The Sunchaser","","","$5,000",""
"","Thinner","Horror","$14,000,000","$15,171,475",""
"","Twelfth Night: Or What You Will","Comedy","","$588,621",""
"","When We Were Kings","Documentary","","$2,666,118",""
"November 1","Bad Moon","Horror","","$1,065,431",""
"","Dear God","Comedy","","$7,114,089",""
"","The Funeral","Drama","$12,500,000","$1,212,799",""
"","La Promesse","","","$454,720",""
"","Larger Than Life","Comedy","","$8,295,903",""
"","Mercy","","","$5,000",""
"","Mother Night","","","$363,905",""
"","Romeo+Juliet","Drama","$14,500,000","$46,338,728",""
"November 3","Gray's Anatomy","","","$5,000",""
"November 6","The Outfit","","","$0",""
"","Set It Off","Drama","$9,000,000","$36,049,108",""
"November 8","Garden of the Finzi-Continis","Drama","","$670,564",""
"","Hype!","","","$242,021",""
"","Mad Dog Time","Comedy","","$80,026",""
"","Ransom","Action","$70,000,000","$136,492,681",""
"","Santa with Muscles","","","$198,717",""
"","The Secret Agent","Thriller/Suspense","","$106,606",""
"November 10","Shakespeare's Children","","","$0",""
"November 13","Breaking the Waves","Drama","","$4,040,691",""
"November 14","Blue Juice","Comedy","","$5,000",""
"November 15","The English Patient","Drama","$35,000,000","$78,716,374",""
"","The Mirror Has Two Faces","Romantic Comedy","$42,000,000","$41,267,469",""
"","Space Jam","Comedy","$80,000,000","$90,463,534",""
"November 20","Far Harbor","","","$5,000",""
"","Sling Blade","Drama","$4,833,610","$24,475,416",""
"","The War at Home","","","$34,368",""
"November 22","Jingle All the Way","Comedy","$60,000,000","$60,592,389",""
"","Star Trek: First Contact","Adventure","$46,000,000","$92,027,888",""
"November 27","101 Dalmatians","Comedy","","$136,189,294",""
"","Zero Kelvin","","","$5,000",""
"November 29","The Crucible","Drama","","$7,352,332",""
"","A Leap of Faith","Documentary","","$5,000",""
"","Ridicule","Drama","","$2,503,829",""
"December 6","Adrenalin: Fear the Rush","","","$37,536",""
"","Daylight","Action","$80,000,000","$32,908,290",""
"","Everyone Says I Love You","Musical","$20,000,000","$9,725,847",""
"","Losing Chase","","","$31,176",""
"December 13","Citizen Ruth","Comedy","","$336,470",""
"","Jerry Maguire","Romantic Comedy","$50,000,000","$153,952,592",""
"","Mars Attacks!","Comedy","$80,000,000","$37,771,017",""
"","The Preacher's Wife","Drama","","$48,102,795",""
"December 18","La cérémonie","Drama","","$670,659",""
"","In Love and War","Drama","","$14,481,231",""
"","The Whole Wide World","","","$160,766",""
"December 20","Beavis and Butt-head Do America","Comedy","$12,000,000","$63,118,386",""
"","Ghosts of Mississippi","Drama","$36,000,000","$13,052,741",""
"","Marvin's Room","Drama","$23,000,000","$12,803,305",""
"","My Fellow Americans","Comedy","$21,500,000","$22,331,846",""
"","One Fine Day","Romantic Comedy","","$46,169,663",""
"","Scream","Horror","$15,000,000","$103,046,663",""
"December 24","The Portrait of a Lady","Drama","","$3,698,012",""
"December 25","The Evening Star","Drama","","$12,767,815",""
"","Evita","Musical","$55,000,000","$50,047,179",""
"","Hamlet","Drama","$18,000,000","$4,501,094",""
"","I'm Not Rappaport","","","$222,525",""
"","Michael","Comedy","","$95,345,070",""
"","Mother","Comedy","","$19,174,217",""
"","The People vs. Larry Flynt","Drama","","$20,224,840",""
"","Some Mother's Son","Drama","","$628,604",""
"","Thieves (Les Voleurs)","Drama","","$939,304",""
"December 31","Access Denied","Drama","","$0",""
"","The Angel of Pennsylvania Avenue","Drama","","$0",""
"","Bastard Out of Carolina","Drama","","$0",""
"","Carnival of Wolves","","","$0",""
"","Coyote Summer","","","$0",""
"","Un divan à New York","Romantic Comedy","","$5,000",""
"","Once You Meet a Stranger","Thriller/Suspense","","$0",""
"","Pinocchio's Revenge","Horror","","$0",""
"","Pure Danger","Action","","$0",""
"","Riot","Thriller/Suspense","","$0",""
"","Silent Trigger","","$15,000,000","$76,382",""
"","A Step Toward Tomorrow","Drama","","$0",""
"","Supercop 2","","","$0",""
"","The Sweeper","Action","","$0",""
"","Toughguy","","","$0",""
"","Trafitti da un raggio di sole","Comedy","","$0",""
"","Unforgivable","","","$153,785",""
